unixtime,time,low,high,open,close,volume
1620634500,0.34375,1.7686,1.7941,1.7798,1.792,0.000837273119467309
1620635400,0.3541666666666667,1.7879,1.7983,1.7918,1.7983,0.000425466336273258
1620636300,0.3645833333333333,1.7927,1.8019,1.7981,1.8005,0.00047655174738089407
1620637200,0.375,1.7863,1.8044,1.8004,1.7868,0.0005389462320832554
1620638100,0.3854166666666667,1.7718,1.7941,1.7868,1.7735,0.00036842072640709864
1620639000,0.3958333333333333,1.7431,1.7774,1.7721,1.7458,0.0010918707226733524
1620639900,0.40625,1.7449,1.7655,1.746,1.758,0.00047443335164470903
1620640800,0.4166666666666667,1.7553,1.774,1.7577,1.7681,0.00046433683985087687
1620641700,0.4270833333333333,1.7681,1.7791,1.7688,1.7707,0.00032066336470419485
1620642600,0.4375,1.7574,1.7708,1.7705,1.767,0.0005396777752393233
1620643500,0.4479166666666667,1.7406,1.7697,1.767,1.7516,0.0008559498662628798
1620644400,0.4583333333333333,1.7275,1.7515,1.7515,1.734,0.0010296416133529606
1620645300,0.46875,1.7252,1.7521,1.7339,1.7509,0.0007731710804968569
1620646200,0.4791666666666667,1.7483,1.7683,1.75,1.7648,0.0006328698620633396
1620647100,0.4895833333333333,1.7484,1.7682,1.7662,1.7548,0.0005677374816608985
1620648000,0.5,1.7395,1.7647,1.7553,1.7569,0.0006449260792190037
1620648900,0.5104166666666666,1.7381,1.7585,1.7569,1.7427,0.0008765685615613418
1620649800,0.5208333333333334,1.7392,1.761,1.7427,1.7487,0.0010916267229759953
1620650700,0.53125,1.7422,1.7552,1.7502,1.7491,0.0008932041506442129
1620651600,0.5416666666666666,1.74,1.76,1.7503,1.7558,0.0007663763463358888
1620652500,0.5520833333333334,1.7346,1.7578,1.7578,1.7405,0.0009949764108569945
1620653400,0.5625,1.734,1.7517,1.7405,1.7474,0.001057574563404309
1620654300,0.5729166666666666,1.73,1.7473,1.7473,1.7373,0.0008239768796084963
1620655200,0.5833333333333334,1.71,1.7394,1.7371,1.7349,0.0014788046812058496
1620656100,0.59375,1.7001,1.7358,1.7356,1.7102,0.0017357126168828913
1620657000,0.6041666666666666,1.7069,1.7251,1.7094,1.7247,0.0009308275090589554
1620657900,0.6145833333333334,1.7002,1.7246,1.7246,1.7059,0.0013839359020521309
1620658800,0.625,1.7015,1.7398,1.705,1.735,0.0010299725612784151
1620659700,0.6354166666666666,1.7315,1.7518,1.7343,1.7497,0.0008546296296296296
1620660600,0.6458333333333334,1.742,1.756,1.7511,1.7529,0.0009801949841124788
1620661500,0.65625,1.7439,1.7661,1.7535,1.7631,0.0011737557876146587
1620662400,0.6666666666666666,1.7505,1.7649,1.7631,1.7524,0.0009921442103397906
1620663300,0.6770833333333334,1.7414,1.7596,1.7527,1.7457,0.0007672574303397562
1620664200,0.6875,1.744,1.7562,1.7459,1.7556,0.000792273961100526
1620665100,0.6979166666666666,1.7471,1.7614,1.7557,1.7479,0.0008782762082488928
1620666000,0.7083333333333334,1.7414,1.7523,1.7477,1.7444,0.0006564476621203685
1620666900,0.71875,1.735,1.753,1.7443,1.7407,0.0012902910522929023
1620667800,0.7291666666666666,1.7263,1.7421,1.7402,1.7307,0.0007069662831628748
1620668700,0.7395833333333334,1.7147,1.7442,1.7296,1.7208,0.0010878336558156362
1620669600,0.75,1.7108,1.7301,1.7206,1.7252,0.0009603367346159182
1620670500,0.7604166666666666,1.7089,1.7252,1.7247,1.7133,0.0010280898598107693
1620671400,0.7708333333333334,1.7049,1.7242,1.7131,1.7181,0.0008669413064957079
1620672300,0.78125,1.716,1.7337,1.7185,1.727,0.0008729056210008559
1620673200,0.7916666666666666,1.71,1.7356,1.727,1.7308,0.0008812397737867359
1620674100,0.8020833333333334,1.7115,1.7328,1.7316,1.7124,0.0008651017957224331
1620675000,0.8125,1.674,1.7185,1.7116,1.674,0.002623614392001946
1620675900,0.8229166666666666,1.61,1.6989,1.674,1.6553,0.004158473946461284
1620676800,0.8333333333333334,1.5351,1.75,1.6531,1.7027,0.006338369405264754
1620677700,0.84375,1.646,1.7096,1.7015,1.6803,0.003585883599045443
1620678600,0.8541666666666666,1.6507,1.6866,1.6801,1.658,0.0021268181495553884
1620679500,0.8645833333333334,1.6173,1.6599,1.6581,1.6433,0.002408950707649645
1620680400,0.875,1.6258,1.678,1.6434,1.676,0.001931840142922382
1620681300,0.8854166666666666,1.6601,1.685,1.6773,1.6838,0.0008635635169375296
1620682200,0.8958333333333334,1.6761,1.704,1.6838,1.7018,0.0011136233492960224
1620683100,0.90625,1.6889,1.7095,1.7018,1.7007,0.0012745214951644906
1620684000,0.9166666666666666,1.6826,1.71,1.7,1.7096,0.0009926632257053268
1620684900,0.9270833333333334,1.6813,1.71,1.7096,1.6917,0.0012752119917576628
1620685800,0.9375,1.665,1.6917,1.6917,1.6792,0.0011639525720582209
1620686700,0.9479166666666666,1.6761,1.699,1.6779,1.6971,0.0006263963779458086
1620687600,0.9583333333333334,1.6584,1.6981,1.6981,1.6662,0.0007423692209187382
1620688500,0.96875,1.6457,1.6797,1.6662,1.6533,0.001252933738697408
1620689400,0.9791666666666666,1.6354,1.6695,1.655,1.6511,0.0014532732508261684
1620690300,0.9895833333333334,1.64,1.6612,1.651,1.6449,0.0008178723278145361
1620691200,0.0,1.6254,1.6581,1.6447,1.6452,0.001489897517909043
1620692100,0.010416666666666666,1.6342,1.6873,1.6455,1.6848,0.0011191683012588517
1620693000,0.020833333333333332,1.6582,1.6848,1.6848,1.6632,0.0011699751724362287
1620693900,0.03125,1.6303,1.6683,1.6631,1.6303,0.00127665126465557
1620694800,0.041666666666666664,1.607,1.649,1.6303,1.6162,0.00204714799091184
1620695700,0.052083333333333336,1.612,1.6378,1.616,1.6192,0.0012443922089655749
1620696600,0.0625,1.6146,1.6433,1.6192,1.6395,0.0008801611216222843
1620697500,0.07291666666666667,1.6325,1.6439,1.6395,1.6415,0.0007317615062844
1620698400,0.08333333333333333,1.6204,1.6427,1.6416,1.6358,0.000807847059101875
1620699300,0.09375,1.633,1.6534,1.6358,1.6486,0.0006783903647660542
1620700200,0.10416666666666667,1.6172,1.6492,1.6488,1.6245,0.0010284985941151723
1620701100,0.11458333333333333,1.6025,1.6264,1.6253,1.6083,0.0010519612518474649
1620702000,0.125,1.606,1.6301,1.6095,1.6182,0.0007142524547224743
1620702900,0.13541666666666666,1.601,1.6238,1.6182,1.6016,0.000932109360809762
1620703800,0.14583333333333334,1.598,1.625,1.6011,1.6207,0.001667186168774693
1620704700,0.15625,1.6085,1.6382,1.6207,1.6215,0.000936504891946864
1620705600,0.16666666666666666,1.6035,1.6333,1.6208,1.6287,0.0014334204787229453
1620706500,0.17708333333333334,1.6263,1.6381,1.6286,1.6373,0.0007906057590385615
1620707400,0.1875,1.6244,1.637,1.637,1.6272,0.0006427561996822249
1620708300,0.19791666666666666,1.6161,1.6387,1.6272,1.6276,0.0006691728113285063
1620709200,0.20833333333333334,1.6207,1.6366,1.6277,1.6339,0.00047126109064328135
1620710100,0.21875,1.62,1.6391,1.633,1.6243,0.0005135194698228281
1620711000,0.22916666666666666,1.6,1.6244,1.6243,1.6076,0.0008797602676171824
1620711900,0.23958333333333334,1.6067,1.6384,1.6089,1.6214,0.0005898606733509349
1620712800,0.25,1.6152,1.6441,1.6214,1.6429,0.0004973382332898839
1620713700,0.2604166666666667,1.6356,1.6566,1.6431,1.65,0.0005896305365725985
1620714600,0.2708333333333333,1.6492,1.6737,1.6503,1.6736,0.0006638418288997869
1620715500,0.28125,1.6601,1.6817,1.6738,1.662,0.000603615467764462
1620716400,0.2916666666666667,1.6556,1.6713,1.6604,1.6604,0.0003935919858280303
1620717300,0.3020833333333333,1.6489,1.6645,1.6602,1.6527,0.0004452497629748912
1620718200,0.3125,1.6455,1.6564,1.6527,1.6487,0.00040112526854014466
1620719100,0.3229166666666667,1.6481,1.6656,1.6486,1.6632,0.0003106664009915253
1620720000,0.3333333333333333,1.6627,1.6725,1.6632,1.6697,0.00040855457935960466
1620720900,0.34375,1.6434,1.6689,1.6681,1.6434,0.00044502217697365453
1620721800,0.3541666666666667,1.6441,1.664,1.6441,1.6476,0.0005175521498368365
1620722700,0.3645833333333333,1.6345,1.6576,1.6472,1.6424,0.0005439584844391507
1620723600,0.375,1.6408,1.6641,1.6428,1.6641,0.000833679598243981
1620724500,0.3854166666666667,1.6575,1.6738,1.6641,1.6644,0.0007361492803481478
1620725400,0.3958333333333333,1.6629,1.6731,1.6631,1.6706,0.00037561257466568184
1620726300,0.40625,1.6672,1.6923,1.671,1.691,0.00040255096810000625
1620727200,0.4166666666666667,1.6918,1.7183,1.6923,1.7183,0.0007171182343101947
1620728100,0.4270833333333333,1.7055,1.7199,1.7174,1.7185,0.0005096883689739739
1620729000,0.4375,1.7056,1.7209,1.7174,1.7114,0.0005878712458907227
1620729900,0.4479166666666667,1.7092,1.7366,1.7114,1.7336,0.0009608575860480626
1620730800,0.4583333333333333,1.7346,1.7577,1.735,1.7572,0.0020400139479449238
1620731700,0.46875,1.7559,1.7782,1.7576,1.7609,0.0011666477761290146
1620732600,0.4791666666666667,1.7347,1.7624,1.7612,1.7394,0.000816901368966334
1620733500,0.4895833333333333,1.713,1.7449,1.7389,1.7179,0.0015571843992500964
1620734400,0.5,1.7063,1.7422,1.7179,1.7388,0.0013262151803522637
1620735300,0.5104166666666666,1.6803,1.7418,1.7395,1.6815,0.0021262088218934063
1620736200,0.5208333333333334,1.6733,1.7153,1.6816,1.7102,0.0011951744842439607
1620737100,0.53125,1.7063,1.7287,1.7104,1.7281,0.0012262223336184782
1620738000,0.5416666666666666,1.7069,1.7507,1.7282,1.7099,0.001553683088002796
1620738900,0.5520833333333334,1.6876,1.7291,1.7099,1.6953,0.0014329170760848749
1620739800,0.5625,1.6838,1.7212,1.6952,1.7109,0.0011702325914391977
1620740700,0.5729166666666666,1.6983,1.7299,1.7109,1.725,0.000987903956218314
1620741600,0.5833333333333334,1.7131,1.7307,1.7256,1.7249,0.0008945441403967432
1620742500,0.59375,1.72,1.7464,1.7227,1.7403,0.001165426459124598
1620743400,0.6041666666666666,1.7261,1.7423,1.7413,1.7404,0.001066078022479863
1620744300,0.6145833333333334,1.7256,1.7403,1.7402,1.7333,0.0013066356987539638
1620745200,0.625,1.7189,1.7477,1.7333,1.7475,0.0011471266481778456
1620746100,0.6354166666666666,1.7312,1.7484,1.7477,1.7405,0.0009289651521951347
1620747000,0.6458333333333334,1.74,1.7586,1.7411,1.752,0.0012855610551295634
1620747900,0.65625,1.7443,1.78,1.7535,1.78,0.002306367214060968
1620748800,0.6666666666666666,1.7558,1.78,1.78,1.7635,0.001532467486217794
1620749700,0.6770833333333334,1.7491,1.773,1.7635,1.7519,0.001191628226332547
1620750600,0.6875,1.7375,1.7525,1.7521,1.7382,0.0014242638790000065
1620751500,0.6979166666666666,1.7256,1.7445,1.7393,1.7393,0.0008246059419058666
1620752400,0.7083333333333334,1.7312,1.7513,1.7398,1.7386,0.0009762404416713677
1620753300,0.71875,1.7301,1.7558,1.7386,1.7531,0.0005737278646151025
1620754200,0.7291666666666666,1.7415,1.7629,1.754,1.7603,0.0009167751424676784
1620755100,0.7395833333333334,1.747,1.7616,1.761,1.7594,0.0006349865141523767
1620756000,0.75,1.7475,1.762,1.7594,1.7578,0.0006703756506021929
1620756900,0.7604166666666666,1.7521,1.7672,1.7579,1.7528,0.0006497321437593328
1620757800,0.7708333333333334,1.7494,1.7662,1.7528,1.7618,0.0007589748845804169
1620758700,0.78125,1.7392,1.7617,1.7617,1.7471,0.0009383328071585404
1620759600,0.7916666666666666,1.7422,1.7592,1.7471,1.7437,0.0005867181221252927
1620760500,0.8020833333333334,1.7413,1.7563,1.7426,1.746,0.0007122590347415841
1620761400,0.8125,1.7384,1.748,1.746,1.7441,0.0007298185658126369
1620762300,0.8229166666666666,1.7409,1.7583,1.7445,1.7541,0.0008803781040307946
1620763200,0.8333333333333334,1.7412,1.7542,1.7542,1.744,0.0007526701399132046
1620764100,0.84375,1.7434,1.7643,1.744,1.7627,0.0007655737387762728
1620765000,0.8541666666666666,1.7281,1.7663,1.762,1.7322,0.0008377789743017216
1620765900,0.8645833333333334,1.7305,1.74,1.7322,1.7382,0.001180192722916354
1620766800,0.875,1.7384,1.75,1.7389,1.7462,0.0009795968946568492
1620767700,0.8854166666666666,1.7284,1.7482,1.7458,1.7311,0.0005299387419173021
1620768600,0.8958333333333334,1.7311,1.7438,1.7319,1.7346,0.0004678845641510583
1620769500,0.90625,1.7222,1.738,1.7338,1.7329,0.0010628256954194697
1620770400,0.9166666666666666,1.7281,1.744,1.733,1.732,0.0008499851019830258
1620771300,0.9270833333333334,1.7305,1.7447,1.7332,1.7434,0.000563010059919849
1620772200,0.9375,1.7361,1.7474,1.7429,1.7395,0.0005581224074801107
1620773100,0.9479166666666666,1.7281,1.743,1.74,1.7385,0.0006951731534037348
1620774000,0.9583333333333334,1.7383,1.7577,1.7385,1.7577,0.0009004925156256661
1620774900,0.96875,1.7495,1.759,1.7577,1.7501,0.0006043107208791826
1620775800,0.9791666666666666,1.7443,1.764,1.7502,1.7577,0.0009948160138032777
1620776700,0.9895833333333334,1.7563,1.77,1.7569,1.7661,0.0008483610825843045
1620777600,0.0,1.7511,1.7686,1.7669,1.7625,0.0008701343310691798
1620778500,0.010416666666666666,1.76,1.7832,1.7621,1.7793,0.0010423060060080042
1620779400,0.020833333333333332,1.7779,1.8067,1.779,1.8059,0.001882158219897688
1620780300,0.03125,1.7837,1.8047,1.8037,1.7963,0.001361671856943548
1620781200,0.041666666666666664,1.7858,1.8137,1.7961,1.8075,0.0012744136046867263
1620782100,0.052083333333333336,1.7954,1.819,1.808,1.8013,0.0015656267690624995
1620783000,0.0625,1.78,1.8026,1.8014,1.7834,0.0010085900314645133
1620783900,0.07291666666666667,1.7766,1.7861,1.7843,1.7785,0.0009785534789518993
1620784800,0.08333333333333333,1.7681,1.7879,1.7776,1.773,0.0010045056643270987
1620785700,0.09375,1.7721,1.8,1.773,1.8,0.001415658887905546
1620786600,0.10416666666666667,1.7874,1.8074,1.8,1.7941,0.0009877398808700835
1620787500,0.11458333333333333,1.79,1.8149,1.7941,1.8124,0.001106812127503366
1620788400,0.125,1.7955,1.8124,1.812,1.8018,0.0008388948037343376
1620789300,0.13541666666666666,1.7948,1.8028,1.8018,1.802,0.0009681609722724367
1620790200,0.14583333333333334,1.8,1.8123,1.802,1.8038,0.0007788664790181947
1620791100,0.15625,1.8033,1.8221,1.8036,1.8163,0.0013483686609800356
1620792000,0.16666666666666666,1.7941,1.8168,1.8168,1.8079,0.0009853947062626136
1620792900,0.17708333333333334,1.791,1.81,1.8079,1.7926,0.0009041326347407954
1620793800,0.1875,1.7856,1.7967,1.7927,1.7938,0.0007018945742876247
1620794700,0.19791666666666666,1.7868,1.796,1.7931,1.7918,0.0004904316222917709
1620795600,0.20833333333333334,1.7901,1.81,1.7916,1.8049,0.0005227960053598358
1620796500,0.21875,1.7952,1.82,1.8049,1.8176,0.0010571496002427059
1620797400,0.22916666666666666,1.8094,1.8229,1.8173,1.8215,0.0007751815672713856
1620798300,0.23958333333333334,1.7971,1.8215,1.8215,1.8037,0.000668535258763398
1620799200,0.25,1.7941,1.806,1.8036,1.7947,0.0005539280919916196
1620800100,0.2604166666666667,1.7844,1.8013,1.7949,1.7878,0.0005865045900432942
1620801000,0.2708333333333333,1.787,1.8052,1.787,1.7986,0.000500102345310156
1620801900,0.28125,1.7807,1.804,1.7994,1.7832,0.0004205235402223045
1620802800,0.2916666666666667,1.7748,1.7942,1.784,1.7758,0.001131407207042018
1620803700,0.3020833333333333,1.7756,1.7913,1.7769,1.7874,0.00028197685594911456
1620804600,0.3125,1.7818,1.7931,1.7874,1.7842,0.00039499761188115004
1620805500,0.3229166666666667,1.7748,1.7867,1.7836,1.7786,0.0004474979957299745
1620806400,0.3333333333333333,1.7635,1.785,1.7787,1.7687,0.0005522702717156773
1620807300,0.34375,1.7571,1.7811,1.7696,1.7608,0.0004625536679805017
1620808200,0.3541666666666667,1.7591,1.7761,1.7605,1.7599,0.0002672339496355839
1620809100,0.3645833333333333,1.7578,1.7692,1.7598,1.7685,0.00028209954586309546
1620810000,0.375,1.7672,1.7762,1.7688,1.7752,0.000206281424156771
1620810900,0.3854166666666667,1.7713,1.7869,1.775,1.7824,0.0003064422463400045
1620811800,0.3958333333333333,1.7789,1.7895,1.7826,1.7847,0.00024107236640890265
1620812700,0.40625,1.7633,1.7879,1.7847,1.7636,0.00029223579802478667
1620813600,0.4166666666666667,1.7469,1.765,1.7642,1.7469,0.0008354035785307869
1620814500,0.4270833333333333,1.7431,1.76,1.7468,1.7454,0.0005581381988851994
1620815400,0.4375,1.7234,1.7461,1.7458,1.7235,0.0010060829133176935
1620816300,0.4479166666666667,1.7234,1.7383,1.7234,1.7289,0.0005458882089281142
1620817200,0.4583333333333333,1.7282,1.7428,1.7295,1.7357,0.0005622571124168132
1620818100,0.46875,1.735,1.7549,1.7368,1.7476,0.0004415751775624281
1620819000,0.4791666666666667,1.744,1.7574,1.7481,1.7563,0.0005415105085855214
1620819900,0.4895833333333333,1.75,1.7571,1.756,1.7566,0.0005816650573358008
1620820800,0.5,1.7349,1.7565,1.7565,1.7551,0.0006194668838893658
1620821700,0.5104166666666666,1.7522,1.7673,1.7557,1.7673,0.0009901397616366575
1620822600,0.5208333333333334,1.7388,1.7673,1.7673,1.7501,0.0010098974033089124
1620823500,0.53125,1.7411,1.7586,1.75,1.7468,0.0006605725397878098
1620824400,0.5416666666666666,1.7351,1.7524,1.7462,1.739,0.0007584950057756001
1620825300,0.5520833333333334,1.7112,1.7456,1.7397,1.7222,0.0011295495758932587
1620826200,0.5625,1.7161,1.7506,1.7221,1.7506,0.0010771657083384779
1620827100,0.5729166666666666,1.748,1.7621,1.7506,1.7571,0.0008730123839612065
1620828000,0.5833333333333334,1.738,1.7581,1.7571,1.7473,0.0006898630516117091
1620828900,0.59375,1.7436,1.7605,1.7465,1.7537,0.0007736882906022718
1620829800,0.6041666666666666,1.7507,1.7629,1.7522,1.7518,0.0009504427816335176
1620830700,0.6145833333333334,1.7391,1.752,1.752,1.7436,0.0011467255107530658
1620831600,0.625,1.7171,1.7439,1.7439,1.7246,0.0015013001384813192
1620832500,0.6354166666666666,1.7081,1.7383,1.7241,1.7173,0.0016444456705426154
1620833400,0.6458333333333334,1.69,1.7244,1.7165,1.7228,0.002192718042767783
1620834300,0.65625,1.7,1.7231,1.7222,1.7001,0.0008611767104439165
1620835200,0.6666666666666666,1.6857,1.7144,1.7006,1.6919,0.0017917002457371832
1620836100,0.6770833333333334,1.67,1.7085,1.6928,1.6987,0.0022173736200850405
1620837000,0.6875,1.6723,1.7023,1.6994,1.6775,0.0013937355748625969
1620837900,0.6979166666666666,1.6691,1.7005,1.6769,1.7005,0.0016597619903159194
1620838800,0.7083333333333334,1.6983,1.7179,1.7004,1.7156,0.0010624247982852864
1620839700,0.71875,1.6967,1.7207,1.7145,1.7193,0.0008246984414628694
1620840600,0.7291666666666666,1.7104,1.7298,1.7193,1.7245,0.0008631559656022162
1620841500,0.7395833333333334,1.705,1.7258,1.7244,1.7135,0.0006702578958873832
1620842400,0.75,1.697,1.724,1.7141,1.7004,0.0009743562984601439
1620843300,0.7604166666666666,1.6819,1.7169,1.7004,1.7143,0.001933468814100597
1620844200,0.7708333333333334,1.6667,1.7148,1.7145,1.6841,0.0018050013283757071
1620845100,0.78125,1.6804,1.7027,1.6832,1.692,0.0008650722030112972
1620846000,0.7916666666666666,1.6654,1.6921,1.6907,1.6674,0.0009709210979333284
1620846900,0.8020833333333334,1.66,1.6987,1.667,1.6953,0.001136645751526708
1620847800,0.8125,1.6835,1.7196,1.6953,1.7185,0.0008529833186571231
1620848700,0.8229166666666666,1.7056,1.7197,1.7182,1.7183,0.0006127818084984992
1620849600,0.8333333333333334,1.7107,1.7245,1.7173,1.7229,0.0006035272379865176
1620850500,0.84375,1.7102,1.7249,1.724,1.7109,0.0007038311932683144
1620851400,0.8541666666666666,1.7099,1.7433,1.7109,1.7374,0.000847199912164545
1620852300,0.8645833333333334,1.7345,1.745,1.7374,1.7427,0.0008017246641908109
1620853200,0.875,1.7366,1.7477,1.7427,1.7477,0.0008452418149013193
1620854100,0.8854166666666666,1.741,1.754,1.7477,1.7528,0.0005893140060829257
1620855000,0.8958333333333334,1.7415,1.7529,1.7528,1.7465,0.00047981812219922824
1620855900,0.90625,1.7357,1.7487,1.7454,1.7377,0.0005750524819307633
1620856800,0.9166666666666666,1.6521,1.7474,1.7377,1.6786,0.002423062586211953
1620857700,0.9270833333333334,1.6738,1.7039,1.6787,1.691,0.0018157492310084786
1620858600,0.9375,1.6317,1.6907,1.6906,1.6672,0.0033285350505115477
1620859500,0.9479166666666666,1.6566,1.6989,1.6678,1.6967,0.002198481991883353
1620860400,0.9583333333333334,1.6654,1.6979,1.6956,1.6789,0.0015443611683495634
1620861300,0.96875,1.636,1.6842,1.6789,1.6447,0.0018828557095633437
1620862200,0.9791666666666666,1.6106,1.6673,1.6451,1.6362,0.003152934699859794
1620863100,0.9895833333333334,1.54,1.6486,1.6359,1.5667,0.004826136155552548
1620864000,0.0,1.5,1.65,1.57,1.59,0.005846631261387618
1620864900,0.010416666666666666,1.56,1.7,1.5899,1.6561,0.0030618939840353393
1620865800,0.020833333333333332,1.6197,1.72,1.6562,1.6729,0.0024668662865392657
1620866700,0.03125,1.6287,1.6859,1.6702,1.6329,0.002250830160881332
1620867600,0.041666666666666664,1.611,1.6738,1.6321,1.6435,0.0018251814009163576
1620868500,0.052083333333333336,1.6355,1.6667,1.6413,1.6546,0.0014462971588779243
1620869400,0.0625,1.6266,1.6561,1.6546,1.6417,0.0010936503025073768
1620870300,0.07291666666666667,1.6391,1.67,1.6416,1.6635,0.001038878710425679
1620871200,0.08333333333333333,1.6439,1.7204,1.6635,1.7,0.0014606088359904546
1620872100,0.09375,1.6706,1.7142,1.6999,1.7141,0.0008913095085823176
1620873000,0.10416666666666667,1.6574,1.7142,1.7141,1.6995,0.0010882992897009972
1620873900,0.11458333333333333,1.6581,1.7,1.6995,1.6603,0.0010187365976379557
1620874800,0.125,1.6275,1.6649,1.6584,1.632,0.0010115276024888684
1620875700,0.13541666666666666,1.618,1.6403,1.6319,1.6224,0.0014229642703902589
1620876600,0.14583333333333334,1.6035,1.6557,1.6224,1.606,0.0017171730328887586
1620877500,0.15625,1.6043,1.642,1.606,1.6394,0.0006292815163297793
1620878400,0.16666666666666666,1.6381,1.6607,1.6388,1.6582,0.0010482709243202918
